"Time,s","Hip Flexion LT,deg","Hip Flexion RT,deg","Hip Abduction LT,deg","Hip Abduction RT,deg","Hip Rotation Ext LT,deg","Hip Rotation Ext RT,deg","Knee Flexion LT,deg","Knee Flexion RT,deg","Ankle Dorsiflexion LT,deg","Ankle Dorsiflexion RT,deg","Ankle Inversion LT,deg","Ankle Inversion RT,deg","Ankle Abduction LT,deg","Ankle Abduction RT,deg","Pelvis course,deg","Pelvis pitch,deg","Pelvis roll,deg","Thigh course LT,deg","Thigh pitch LT,deg","Thigh roll LT,deg","Shank course LT,deg","Shank pitch LT,deg","Shank roll LT,deg","Foot course LT,deg","Foot pitch LT,deg","Foot roll LT,deg","Thigh course RT,deg","Thigh pitch RT,deg","Thigh roll RT,deg","Shank course RT,deg","Shank pitch RT,deg","Shank roll RT,deg","Foot course RT,deg","Foot pitch RT,deg","Foot roll RT,deg","Pelvis Accel Sensor X,mG","Pelvis Accel Sensor Y,mG","Pelvis Accel Sensor Z,mG","Thigh Accel Sensor X LT,mG","Thigh Accel Sensor Y LT,mG","Thigh Accel Sensor Z LT,mG","Shank Accel Sensor X LT,mG","Shank Accel Sensor Y LT,mG","Shank Accel Sensor Z LT,mG","Foot Accel Sensor X LT,mG","Foot Accel Sensor Y LT,mG","Foot Accel Sensor Z LT,mG","Thigh Accel Sensor X RT,mG","Thigh Accel Sensor Y RT,mG","Thigh Accel Sensor Z RT,mG","Shank Accel Sensor X RT,mG","Shank Accel Sensor Y RT,mG","Shank Accel Sensor Z RT,mG","Foot Accel Sensor X RT,mG","Foot Accel Sensor Y RT,mG","Foot Accel Sensor Z RT,mG","Pelvis Rot X,","Pelvis Rot Y,","Pelvis Rot Z,","Thigh LT Rot X,","Thigh LT Rot Y,","Thigh LT Rot Z,","Shank LT Rot X,","Shank LT Rot Y,","Shank LT Rot Z,","Foot LT Rot X,","Foot LT Rot Y,","Foot LT Rot Z,","Thigh RT Rot X,","Thigh RT Rot Y,","Thigh RT Rot Z,","Shank RT Rot X,","Shank RT Rot Y,","Shank RT Rot Z,","Foot RT Rot X,","Foot RT Rot Y,","Foot RT Rot Z,"
0.31,18.174,-14.8442,-0.106721,-3.58461,8.23642,-4.35914,7.76315,8.82299,-3.37404,9.9501,4.03137,-2.31221,-0.0117739,1.65753,81.4891,7.60813,-0.747416,72.1105,25.3623,-4.873,72.5677,17.6215,-1.41259,72.6631,14.249,-5.41663,77.296,-6.99834,3.38168,76.8908,-15.809,1.8037,78.8687,-5.91138,-0.738755,-41.9918,97.6613,-218.253,298.81,-32.718,-69.8138,414.044,405.296,-359.391,3037.11,-265.637,-248.047,-10.2664,-416.031,-121.086,239.275,-480.969,69.3328,6.39174,84.0133,267.152,0.0437154,-0.603371,0.0962946,-0.479638,-0.563606,-0.614418,-0.409491,-0.548851,-0.564237,-0.0680775,-0.211271,-0.89386,0.599056,-0.490862,0.487413,0.678849,-0.276076,0.49316,-0.304814,-0.00311212,-0.92754
0.32,17.4321,-15.5475,0.274099,-3.56427,9.57457,-4.5706,4.63004,9.27212,-2.59962,10.2661,4.08011,-2.09828,-1.52826,1.56865,81.8411,7.76839,-0.855264,71.0092,24.7137,-5.12394,71.3341,20.0976,-2.32132,73.0461,17.5546,-5.88401,77.4671,-7.53653,3.32306,77.0701,-16.7962,1.48513,78.9137,-6.57043,-0.846967,-0.972032,35.6397,-238.277,366.708,76.1306,-355.984,641.618,1042.02,101.064,3090.31,-155.265,-544.405,25.3762,-449.721,-191.924,259.756,-491.194,-74.2154,-241.198,1.00514,173.805,0.0410744,-0.604637,0.0942734,-0.486329,-0.555792,-0.616099,-0.392167,-0.562843,-0.569412,-0.0414576,-0.217805,-0.898159,0.598782,-0.490265,0.484145,0.680321,-0.270709,0.488728,-0.310313,-0.00372085,-0.925919
0.33,16.6857,-16.1897,0.554584,-3.49683,10.0069,-4.75077,2.01679,9.82618,-1.46857,10.4953,4.05177,-1.87278,-2.57065,1.47762,82.1595,7.90858,-0.950437,70.8865,24.1106,-5.01738,71.0362,22.0995,-2.87042,73.8581,20.7384,-5.92465,77.6351,-8.03934,3.22616,77.2493,-17.8532,1.14519,78.9497,-7.38587,-0.965584,111.324,-5.8562,-174.812,35.1367,446.27,-423.344,1087.41,25.8751,-5.85395,2789.54,-395.547,-735.83,22.9338,-492.203,-219.261,324.223,-514.634,20.5069,-127.955,16.0823,190.901,0.0386914,-0.60574,0.0924313,-0.490897,-0.552403,-0.614679,-0.380747,-0.570434,-0.576764,-0.0161309,-0.220744,-0.903294,0.597804,-0.490047,0.480958,0.681906,-0.264849,0.483994,-0.317097,-0.0043923,-0.92382
0.34,16.1483,-16.6704,0.525851,-3.34964,8.81018,-4.81999,-0.213516,10.4663,-0.307745,10.6282,4.48257,-1.64034,-2.60989,1.36891,82.3997,7.92439,-0.99899,72.4696,23.6831,-4.46256,72.4564,23.8949,-2.12462,75.3173,23.6584,-5.46178,77.8218,-8.51514,3.07963,77.4595,-18.9673,0.751388,78.9857,-8.35546,-1.12374,182.124,-58.0982,-96.6751,-236.801,989.788,-351.578,338.878,-1118.68,-800.277,2961.91,-418.516,-1192.83,2.4424,-567.415,-267.611,306.155,-547.828,-19.0678,-156.296,7.78986,319.796,0.0370532,-0.605937,0.090976,-0.492507,-0.555422,-0.609498,-0.374081,-0.566239,-0.592021,0.00651601,-0.219762,-0.909716,0.596196,-0.490049,0.477937,0.683367,-0.258566,0.479028,-0.325147,-0.00537011,-0.921248
0.35,15.6678,-17.0539,0.0793565,-3.14463,8.32963,-4.84038,-1.96341,11.2281,1.14541,10.6712,4.50184,-1.38247,-4.05573,1.27356,82.5813,7.89702,-1.0035,73.2238,23.1545,-4.60497,73.1063,25.1128,-1.60043,77.5962,26.3004,-4.11384,77.9836,-8.94067,2.90851,77.6559,-20.1561,0.326933,79.0082,-9.49038,-1.28398,198.736,-244.627,-131.843,205.574,1540.01,-70.3157,-947.736,95.218,520.5,3934.51,-78.1547,-2068.4,-93.7635,-672.845,-228.538,304.181,-680.655,-3.90607,-184.516,0.502572,224.142,0.0360505,-0.605808,0.0897483,-0.491194,-0.566235,-0.598966,-0.367828,-0.56444,-0.600992,0.0269078,-0.212446,-0.917909,0.594235,-0.490175,0.475234,0.684945,-0.251611,0.473827,-0.334534,-0.00634904,-0.918112
0.36,15.2363,-17.4022,-0.359841,-2.94231,8.9151,-4.81809,-2.78266,12.1096,3.13751,10.5908,3.77175,-1.15871,-6.61303,1.22481,82.6819,7.89915,-0.979869,72.739,22.6189,-5.17853,72.5437,25.3928,-2.19379,79.9363,28.5792,-2.42495,78.0987,-9.30288,2.75583,77.811,-21.3956,-0.115169,79.0352,-10.7995,-1.50248,272.947,-352.049,-169.426,492.656,1770.49,336.913,161.117,767.608,558.592,3514.1,-1542.96,-2728.0,-184.588,-716.288,-214.342,221.689,-647.462,2.92955,-221.178,-1.42395,248.564,0.0357068,-0.605849,0.0889634,-0.487785,-0.578865,-0.587381,-0.36568,-0.569277,-0.599067,0.0451407,-0.203061,-0.925215,0.592431,-0.49028,0.472946,0.686686,-0.243977,0.468556,-0.345346,-0.00775673,-0.914365
0.37,15.0833,-17.6953,-0.519466,-2.76139,8.35679,-4.69387,-2.54594,13.1526,5.70737,10.446,4.05857,-0.966166,-7.58478,1.21791,82.6763,7.91527,-0.917996,73.3674,22.5207,-5.01409,73.1966,25.0586,-2.01775,81.79,30.7444,-1.66405,78.2013,-9.59432,2.64002,77.9523,-22.7287,-0.572132,79.0937,-12.2696,-1.77093,342.279,-291.998,-115.23,297.375,1693.36,706.558,-3.90685,699.232,488.261,2358.37,-2359.41,-2873.58,-280.256,-769.04,-181.664,240.723,-611.803,20.0443,-249.036,-20.0191,266.61,0.036213,-0.60595,0.0887371,-0.484734,-0.585405,-0.581871,-0.370253,-0.565775,-0.60031,0.0616686,-0.201177,-0.930012,0.590894,-0.490469,0.470994,0.688637,-0.235661,0.462847,-0.357415,-0.00946972,-0.910063
0.38,15.2525,-17.9632,-0.773954,-2.6249,7.12871,-4.56443,-1.43659,14.3027,8.24162,10.1905,5.21946,-0.841854,-7.3336,1.23775,82.6623,7.94233,-0.846026,74.6872,22.7944,-4.70988,74.5988,24.2274,-1.69616,83.0003,32.4002,-2.38657,78.2947,-9.84572,2.57289,78.0971,-24.1238,-1.04303,79.1837,-13.9116,-2.12886,343.269,-232.431,-224.129,-47.8552,1543.46,439.459,270.508,364.73,-315.444,1388.23,-1874.07,-2399.43,-253.886,-713.85,-151.375,279.798,-566.391,29.2955,-340.812,-22.4482,284.112,0.0368345,-0.606121,0.0885132,-0.483781,-0.587222,-0.58164,-0.380904,-0.558082,-0.602391,0.0718271,-0.209679,-0.932376,0.589788,-0.490667,0.469177,0.690682,-0.22687,0.456799,-0.370853,-0.0117944,-0.905101
0.39,15.4444,-18.2311,-1.45989,-2.54086,5.86221,-4.34065,-0.0324915,15.5704,9.28976,9.83628,5.7897,-0.760329,-8.12873,1.22999,82.6372,8.00802,-0.777278,76.0398,23.0861,-4.81742,76.0401,23.1179,-1.17557,85.4324,32.2216,-1.91919,78.4782,-10.0589,2.53461,78.3383,-25.5998,-1.56965,79.3412,-15.7324,-2.57836,272.947,-70.3131,-197.757,-324.693,1164.07,-1.95166,-25.3945,-128.408,-259.288,874.489,1744.16,-1583.48,-117.194,-596.156,-154.326,335.45,-514.162,109.884,-453.09,189.47,299.308,0.0374975,-0.606558,0.0883692,-0.485201,-0.5888,-0.581577,-0.39246,-0.548555,-0.603802,0.066986,-0.207422,-0.938461,0.588713,-0.491213,0.467283,0.692503,-0.217889,0.450066,-0.385688,-0.0146079,-0.899449
0.4,15.5104,-18.4999,-2.43086,-2.43916,4.50579,-3.9694,1.61529,16.9597,7.49857,9.24649,5.4428,-0.841276,-8.82575,1.10229,82.5925,8.15246,-0.720562,77.4823,23.333,-5.16439,77.5747,21.7215,-1.02641,87.5236,29.0074,-1.60986,78.7924,-10.2023,2.43345,78.7553,-27.1218,-2.18079,79.5437,-17.8391,-3.23595,201.653,135.736,-51.2753,-184.096,605.963,-390.11,130.391,276.344,29.7715,46.8998,1246.15,-1396.99,0.0,-560.544,-211.882,446.756,-470.691,183.123,-327.667,-81.5842,292.524,0.0381769,-0.607535,0.0883759,-0.487811,-0.591322,-0.580271,-0.407495,-0.539216,-0.603544,0.0372053,-0.200349,-0.944483,0.586964,-0.492183,0.465757,0.693781,-0.209162,0.442617,-0.402763,-0.0189483,-0.8926
0.41,15.3656,-18.7411,-3.39135,-2.27377,3.16155,-3.54032,3.23987,18.5044,6.10601,8.42507,5.27048,-0.904878,-8.72763,0.855512,82.5869,8.35833,-0.675876,78.9547,23.458,-5.4982,79.1484,20.2306,-0.946754,88.7683,26.1563,-1.9508,79.2124,-10.2629,2.23822,79.3274,-28.7137,-2.92289,79.7821,-20.2564,-3.9539,171.873,141.109,-151.361,167.468,41.0561,-491.708,625.502,-279.306,171.395,817.44,439.397,1106.99,-18.049,-654.818,-155.732,570.296,-591.772,41.0137,-514.113,-41.9648,434.581,0.0385723,-0.608949,0.0881521,-0.490923,-0.594128,-0.577752,-0.42331,-0.529381,-0.602815,0.0104569,-0.197579,-0.947499,0.583884,-0.493887,0.464546,0.694487,-0.200215,0.434539,-0.422182,-0.0235356,-0.88428
0.42,14.8997,-18.9111,-4.29437,-2.02809,1.42293,-2.94244,4.14267,20.1225,4.62894,7.3402,4.25697,-1.12112,-7.72528,0.486214,82.5953,8.55721,-0.596386,80.8849,23.3261,-5.55017,81.1253,19.1999,-0.732685,89.5037,23.701,-1.60534,79.8004,-10.2657,1.96359,80.1442,-30.315,-3.80245,80.1421,-22.9596,-4.89243,75.6771,170.893,-148.44,317.368,-525.392,-568.827,70.8116,596.699,60.0448,418.869,-136.174,216.749,0.0,-663.61,-103.025,680.154,-582.018,158.196,-427.764,-198.265,302.7,0.0391621,-0.610311,0.0876919,-0.494662,-0.597339,-0.572924,-0.437473,-0.518275,-0.605929,-0.010309,-0.189917,-0.949257,0.579311,-0.496599,0.463189,0.694316,-0.191821,0.42579,-0.443718,-0.0294049,-0.874517
0.43,14.0917,-19.0258,-5.1112,-1.67054,-0.463694,-2.1369,4.40724,21.814,2.55817,5.89238,3.3659,-1.45532,-5.95212,-0.102679,82.5981,8.7795,-0.441274,82.9827,22.9145,-5.38967,83.2286,18.5244,-0.625159,89.5765,21.0286,-1.70695,80.575,-10.193,1.61237,81.2298,-31.9069,-4.85941,80.5606,-26.0427,-5.99536,23.4348,209.954,-57.6235,240.711,-648.469,-300.278,392.109,458.014,487.3,578.636,-2083.03,-314.02,-19.0425,-770.518,-108.858,760.234,-635.768,282.214,-408.709,52.2675,634.707,0.0403486,-0.611819,0.0869279,-0.499838,-0.598922,-0.567405,-0.450327,-0.507762,-0.610759,-0.0328605,-0.184976,-0.948816,0.572759,-0.500742,0.461445,0.693108,-0.183989,0.416445,-0.467988,-0.0361903,-0.862596
0.44,13.2539,-19.0634,-5.62154,-1.15508,-3.12361,-1.08054,5.00601,23.6798,0.906759,4.08797,3.14483,-1.89417,-3.34459,-0.921088,82.6148,9.02764,-0.192279,85.9335,22.5643,-4.54281,86.1503,17.5742,-0.11146,89.676,18.4535,-2.1382,81.583,-10.0161,1.15291,82.6807,-33.5527,-6.15228,81.123,-29.577,-7.26477,22.4628,252.435,57.1339,213.888,-207.003,287.62,96.2061,-902.364,2.92698,318.919,-1519.1,306.098,-56.6307,-888.655,42.9386,871.583,-767.075,434.088,-521.469,-34.1749,653.295,0.0421934,-0.613487,0.0856792,-0.506078,-0.595318,-0.566079,-0.466276,-0.491092,-0.618245,-0.0554779,-0.182658,-0.947684,0.564195,-0.506152,0.459643,0.690778,-0.176549,0.405867,-0.495403,-0.0434072,-0.848051
0.45,12.693,-18.9747,-5.62291,-0.498324,-4.87534,0.29396,6.09216,25.6946,-0.175399,1.78769,3.43959,-2.49839,-1.74333,-2.11354,82.6623,9.27974,0.140933,87.9415,22.3541,-3.49171,88.1362,16.2741,0.0658925,89.948,16.0895,-2.86975,82.9145,-9.6986,0.589454,84.6313,-35.1826,-7.7758,81.825,-33.6654,-8.71939,-8.78364,243.66,196.288,412.089,385.728,696.298,105.485,-1031.26,-140.118,477.609,-431.193,706.999,-74.721,-847.651,173.863,988.283,-855.958,286.634,-116.257,55.7017,1061.96,0.0445316,-0.615171,0.0838875,-0.511805,-0.58552,-0.57156,-0.481149,-0.478008,-0.619985,-0.0773638,-0.182941,-0.946286,0.553462,-0.51304,0.45776,0.686715,-0.170038,0.394087,-0.526516,-0.0510509,-0.829981
0.46,12.4731,-18.7394,-5.44003,0.308308,-5.20836,1.92686,7.41967,27.8814,-1.12734,-0.883498,3.48493,-3.14308,-1.29513,-3.67486,82.7657,9.54248,0.544825,88.5042,22.361,-2.73956,88.717,14.9476,-0.388471,90.0591,13.8249,-3.55389,84.5416,-9.19859,-0.0761043,87.0988,-36.7602,-9.79498,82.6844,-38.1737,-10.2219,-37.5911,210.456,291.984,403.329,459.956,905.294,104.996,-644.52,105.455,1068.85,-766.185,536.093,-119.636,-691.907,175.268,1112.31,-1121.56,325.694,171.853,-47.3255,1093.3,0.0470984,-0.616928,0.0814077,-0.517216,-0.571542,-0.582127,-0.492784,-0.473044,-0.614862,-0.0979629,-0.183112,-0.944139,0.54098,-0.520964,0.456334,0.680709,-0.164242,0.381281,-0.56002,-0.0575961,-0.80869
0.47,12.4821,-18.242,-5.82313,1.19951,-5.45941,3.63751,8.89571,30.3558,-1.96819,-3.75129,3.44185,-3.81552,-0.592622,-5.35439,82.9389,9.78119,1.01596,89.0698,22.606,-2.48995,89.3398,13.7175,-0.804478,89.9748,11.7572,-4.1161,86.2931,-8.42948,-0.727009,89.9317,-38.2933,-12.1782,83.8588,-42.9279,-11.8596,-25.8737,136.239,325.194,386.206,-38.6091,303.735,23.4411,-609.395,198.24,1174.8,-513.674,658.169,-195.806,-535.646,80.5363,1155.77,-1279.3,99.6048,999.523,-58.6334,1200.63,0.0498121,-0.61853,0.0781994,-0.524802,-0.55653,-0.593659,-0.503756,-0.467957,-0.610289,-0.11628,-0.182957,-0.941413,0.527912,-0.52964,0.456009,0.673306,-0.158145,0.367866,-0.59451,-0.0628589,-0.784848
0.48,12.6142,-17.4072,-6.60301,2.09071,-6.4327,4.94421,10.5249,33.2226,-2.36416,-6.4185,3.42371,-4.39545,1.05181,-6.5956,83.1595,9.93141,1.54467,90.4883,22.9462,-2.26137,90.7902,12.426,-0.878566,89.7603,10.0445,-4.48187,87.6806,-7.39314,-1.2016,92.5061,-39.8963,-14.5067,85.4111,-47.5368,-13.6139,-44.4307,37.1086,367.673,512.204,-833.539,-633.287,212.882,-487.335,17.5619,1064.39,-1.04405,539.989,-270.031,-413.075,-6.81677,1185.54,-1178.72,-170.891,1233.85,-261.254,1346.62,0.0526855,-0.619531,0.0744506,-0.532303,-0.543906,-0.603042,-0.516792,-0.457384,-0.609273,-0.130906,-0.182196,-0.938662,0.514474,-0.539476,0.456332,0.66725,-0.150013,0.354563,-0.627153,-0.0662238,-0.760494
0.49,12.6785,-16.1763,-7.1056,2.93053,-7.82659,5.61415,11.9128,36.5617,-2.45612,-8.76414,3.38177,-4.80713,3.08713,-7.10511,83.4389,9.96425,2.11592,92.4245,23.0712,-1.54869,92.6738,11.1609,-0.758255,89.5841,8.65046,-4.60605,88.4925,-6.09049,-1.43889,94.5463,-41.6707,-16.55,87.5259,-51.8709,-15.672,0.0,-73.734,353.507,404.319,-1480.92,-713.361,202.627,-457.046,-416.007,426.711,409.119,269.086,-255.376,-274.399,-94.2401,1254.4,-907.715,-268.542,950.68,-618.666,1513.23,0.0555614,-0.619746,0.0701663,-0.535355,-0.538095,-0.607015,-0.530291,-0.443779,-0.610424,-0.142359,-0.180242,-0.93644,0.500756,-0.550748,0.457097,0.66396,-0.139266,0.341572,-0.657269,-0.0680639,-0.736488
0.5,12.4984,-14.541,-7.42577,3.69274,-9.13851,5.7417,12.7993,40.2323,-2.56136,-10.8973,3.28994,-5.27547,4.89875,-6.86394,83.7489,9.86694,2.72262,94.274,22.7697,-0.724192,94.437,9.97092,-0.674332,89.5267,7.3254,-4.59251,88.8223,-4.53458,-1.46347,96.0765,-43.5165,-18.2246,90.4732,-55.8632,-18.5438,52.7372,-82.0255,353.035,24.8926,-1858.4,-181.616,15.139,-689.439,-978.99,390.575,138.71,245.58,-102.54,-123.531,-186.513,1257.34,-624.022,-269.056,509.289,-957.483,1657.19,0.0585129,-0.619083,0.065532,-0.537132,-0.53611,-0.606488,-0.542733,-0.430807,-0.611343,-0.153086,-0.17722,-0.934597,0.487421,-0.563028,0.458537,0.663171,-0.127307,0.329228,-0.684838,-0.0707532,-0.712981
0.51,12.2044,-12.5574,-7.84307,4.43567,-10.0575,5.73743,13.3586,43.9723,-2.66978,-12.9707,3.02012,-6.04736,6.31319,-6.24528,84.0925,9.6556,3.36133,95.7014,22.2311,-0.194368,95.8152,8.87374,-0.758911,89.5037,6.08353,-4.45478,89.1023,-2.7552,-1.4006,97.5653,-45.1893,-19.759,94.5273,-59.4444,-22.6704,90.3283,3.42095,373.042,-257.339,-1752.91,-300.278,-119.647,-876.489,-1080.56,445.317,36.0944,253.372,121.085,34.6508,-254.399,1082.05,-471.215,-215.348,186.566,-925.821,1847.14,0.0615195,-0.617649,0.0605399,-0.540431,-0.533932,-0.604593,-0.553726,-0.420408,-0.610761,-0.162852,-0.173326,-0.932981,0.474146,-0.575989,0.460685,0.66262,-0.116819,0.31742,-0.709937,-0.0758277,-0.689938
0.52,11.7212,-10.3921,-8.32058,5.1101,-10.5755,5.72273,13.5304,47.5988,-2.80479,-15.0831,2.51904,-6.93952,7.39718,-5.40142,84.4836,9.38769,3.98608,96.695,21.4574,0.0207194,96.8081,7.92879,-0.966751,89.4309,4.95733,-4.13416,89.4881,-0.857567,-1.26872,99.161,-46.6002,-21.2785,99.9448,-62.5945,-28.1476,104.485,113.278,394.534,-379.872,-1164.53,-839.383,-150.373,-825.222,-896.491,410.719,16.5557,31.6877,368.638,-2.43811,-320.81,907.238,-314.475,-182.146,-303.185,-647.983,2102.49,0.0641363,-0.615865,0.0552325,-0.543936,-0.534223,-0.599536,-0.562903,-0.412779,-0.609084,-0.171155,-0.168278,-0.931559,0.460779,-0.589466,0.462765,0.661408,-0.108356,0.30632,-0.73301,-0.0817588,-0.667252
0.53,10.983,-8.21335,-8.80994,5.5672,-10.8795,5.8332,13.347,50.9547,-2.86538,-17.3572,1.93746,-7.66284,8.22135,-4.39706,84.9165,9.11249,4.56699,97.4312,20.4388,0.0147996,97.5784,7.09584,-1.24114,89.4003,4.00969,-3.76613,90.0978,1.02703,-0.957686,100.919,-47.6937,-22.8528,107.077,-65.2776,-35.042,146.476,226.073,415.031,-400.855,-391.075,-946.279,-63.4862,-866.211,-794.423,94.2609,300.836,-76.6219,599.59,-275.359,-282.72,652.35,-238.282,-230.972,-979.986,-387.232,2188.51,0.0662006,-0.61407,0.0497992,-0.547017,-0.537759,-0.590701,-0.570893,-0.406851,-0.606875,-0.17794,-0.163195,-0.930483,0.447893,-0.603551,0.463448,0.65905,-0.102058,0.296271,-0.754574,-0.0862255,-0.644831
0.54,10.1596,-6.11417,-9.34811,5.73153,-10.8364,6.05272,13.0871,53.9621,-2.8893,-19.862,1.4239,-8.11152,8.62795,-3.03032,85.4109,8.86587,5.07745,97.8262,19.3924,-0.261459,98.0388,6.31014,-1.56896,89.4807,3.14931,-3.48163,90.9316,2.83435,-0.412192,102.721,-48.4587,-24.3927,116.494,-67.2726,-43.8113,163.567,198.241,377.448,-199.685,51.2975,-590.797,44.9287,-778.792,-662.124,313.537,82.4801,86.3619,963.88,-511.265,-480.969,398.909,-256.845,-162.616,-1882.79,-441.426,1524.9,0.0673949,-0.612534,0.0442028,-0.551185,-0.540561,-0.581701,-0.5777,-0.40281,-0.603618,-0.18438,-0.158789,-0.92965,0.435691,-0.618276,0.462142,0.655821,-0.0979115,0.287563,-0.774752,-0.0889408,-0.622726
0.55,9.46294,-4.20087,-9.9296,5.7053,-10.3113,6.27841,12.9896,56.4827,-2.76227,-22.7688,0.799244,-8.59894,8.60519,-1.10315,85.9333,8.65878,5.49595,97.7334,18.5285,-0.796546,98.0569,5.54543,-1.99579,89.5458,2.45533,-3.18134,91.8275,4.47778,0.236349,104.33,-48.9015,-25.6828,128.373,-68.3472,-54.9634,169.929,126.962,308.108,201.17,113.743,-200.687,62.9979,-601.052,-453.138,280.784,-244.159,140.647,1071.3,-513.186,-419.407,179.676,-55.1656,-72.2623,2985.3,-892.065,1379.45,0.0677629,-0.611316,0.0388036,-0.556617,-0.540872,-0.575065,-0.58322,-0.401479,-0.598584,-0.189374,-0.154644,-0.929037,0.42621,-0.63103,0.461162,0.652452,-0.0959509,0.280706,-0.794144,-0.0928236,-0.599421
0.56,8.84589,-2.51115,-10.439,5.52653,-9.56895,6.06505,12.9618,58.5268,-2.52521,-24.4084,0.176854,-8.40929,8.37363,0.720045,86.4417,8.49882,5.79672,97.3953,17.7867,-1.4053,97.8372,4.83322,-2.42229,89.5726,1.93382,-2.90362,92.2817,5.94151,0.873073,105.12,-49.1744,-26.3469,136.486,-68.0389,-62.2219,208.987,15.6165,269.039,537.096,-188.514,-156.747,32.2315,-579.107,-198.24,46.4385,-127.971,76.2323,846.19,-244.624,-251.94,52.2318,371.109,-128.438,2137.25,-1793.93,1673.87,0.067319,-0.610445,0.0339868,-0.562757,-0.539188,-0.57042,-0.587619,-0.401571,-0.592954,-0.192985,-0.15111,-0.928571,0.418889,-0.6418,0.46061,0.650977,-0.0944506,0.277111,-0.804015,-0.0942687,-0.586857
0.57,8.26413,-0.997258,-10.6406,5.19841,-8.72587,5.09641,12.9223,60.3863,-2.31952,-23.825,-0.361644,-7.53621,7.94349,2.28395,86.897,8.39057,5.99114,96.8985,17.0864,-1.81114,97.431,4.17701,-2.83829,89.6071,1.45088,-2.70041,91.9302,7.30002,1.43606,104.747,-49.5728,-26.254,137.696,-66.7968,-62.7921,220.21,-112.795,204.595,417.483,-461.949,-161.598,93.7643,-488.302,130.376,92.7232,-206.573,154.802,496.098,-137.199,-162.619,-107.402,1071.8,-297.838,1742.17,-2236.36,1960.43,0.0663533,-0.609925,0.0299855,-0.567811,-0.536594,-0.567229,-0.591006,-0.402835,-0.586956,-0.196457,-0.148264,-0.928083,0.412676,-0.651609,0.459872,0.653099,-0.09087,0.276715,-0.801158,-0.0949762,-0.590847
0.58,7.63079,0.441272,-10.5567,4.75576,-8.05188,3.56308,12.8318,62.2311,-2.06918,-21.3759,-0.813982,-6.72963,7.54474,3.59591,87.2573,8.33431,6.07579,96.4646,16.3634,-1.9736,97.0519,3.5453,-3.20349,89.6339,1.04707,-2.55139,90.9098,8.67344,1.87377,103.365,-50.1886,-25.3373,133.687,-65.1257,-58.7466,189.458,-210.939,145.992,187.511,-287.121,31.7285,156.721,-271.507,241.225,103.026,-322.314,62.9858,442.862,-263.686,-14.1255,-145.512,1416.0,-594.237,243.127,-1545.91,1261.27,0.0650657,-0.609731,0.0271166,-0.571743,-0.533854,-0.564479,-0.594126,-0.403864,-0.581317,-0.199404,-0.146051,-0.927625,0.406621,-0.661142,0.459043,0.659117,-0.0859506,0.2777,-0.788629,-0.0974915,-0.607076
0.59,6.92689,1.92418,-10.3597,4.28205,-7.78678,2.23931,12.7088,63.9604,-1.74814,-18.0791,-1.06339,-6.48274,7.41759,4.40742,87.5283,8.31485,6.07708,96.3538,15.6175,-1.98117,96.9556,2.92583,-3.40346,89.6569,0.73254,-2.46108,90.0076,10.1483,2.23066,101.997,-50.633,-24.2701,127.824,-63.0793,-53.3131,125.003,-239.737,94.7335,118.178,-78.5776,101.096,90.8342,-120.609,260.752,25.372,-314.409,125.062,535.632,-203.102,61.4915,-228.048,991.198,-408.184,-769.058,-980.434,1044.46,0.0636358,-0.609747,0.02524,-0.575868,-0.530326,-0.562129,-0.597467,-0.402791,-0.577278,-0.201764,-0.14453,-0.927234,0.400286,-0.670475,0.458922,0.664792,-0.0829437,0.278787,-0.771052,-0.101813,-0.6285
0.6,6.20036,3.49417,-10.081,3.79765,-7.84298,1.87376,12.5835,65.4925,-1.35854,-14.6509,-1.17563,-6.86666,7.51256,4.27282,87.7126,8.31728,6.00124,96.4795,14.8825,-1.89171,97.0789,2.31862,-3.53098,89.6646,0.493095,-2.44753,89.9983,11.7117,2.65845,101.732,-50.5838,-23.8819,122.137,-60.767,-48.2688,47.3645,-219.231,74.22,14.1536,34.7119,136.728,-37.6034,-148.903,151.366,60.124,-178.682,-27.7917,647.941,-43.4427,90.7966,-344.748,407.712,-179.679,-1137.73,-532.726,817.332,0.0620748,-0.609877,0.0242908,-0.580004,-0.526414,-0.560065,-0.601209,-0.400292,-0.574293,-0.203691,-0.143837,-0.926849,0.394875,-0.678542,0.461015,0.665915,-0.0843057,0.278967,-0.751698,-0.106958,-0.650525
0.61,5.44126,5.08928,-9.72756,3.24633,-7.99801,2.44176,12.4442,66.6006,-0.94556,-11.5635,-1.26405,-7.52754,7.61696,3.34698,87.8271,8.33766,5.85687,96.6292,14.1377,-1.77463,97.2234,1.71315,-3.66375,89.6799,0.278,-2.46785,90.8662,13.2723,3.28903,102.414,-49.9013,-24.0602,117.273,-58.2648,-44.0152,-19.529,-110.843,56.6442,-113.279,-121.084,108.903,-49.3239,-121.577,-78.1084,28.7549,-83.5241,61.9468,677.25,161.654,25.3696,-417.46,16.6231,-15.6243,-1300.3,-161.158,700.24,0.0603803,-0.610096,0.0241412,-0.583865,-0.522725,-0.557803,-0.604994,-0.397723,-0.571347,-0.205502,-0.143449,-0.926479,0.39173,-0.684551,0.465684,0.662406,-0.090695,0.279633,-0.731736,-0.111652,-0.671877
